1	160609235112
2	160609235112
3	160609235112
4	160609235112
5	160609235112
6	160609235112
7	160609235112
8	160609092929
9	160609092929
10	160609092929
11	160609092929
12	160609092929
13	160609092929
14	160609092929
15	160609092929
16	160609092929
17	160609092929
18	160609092929
19	160609092929
20	160609092929
21	160609092929
22	160609092929
23	160609092929
24	160609092929
25	160609092929
26	160609092929
27	160609092929
28	160609092929
29	160609092929
30	160609092929
31	160609092929
32	160609092929
33	160609092929
34	160609092929
35	160609092929
36	160609092929
37	160609092929
38	160609092929
39	160609092929
40	160609092929
41	160609092929
42	160609152249
43	160609152249
44	160609200012
45	160713073141
46	160713073141
47	160713073141
48	160713073141
49	160713073141
50	160713073141
51	160713073141
52	160713073141
53	160713073141
54	160713093115
55	160713093115
56	160713093115
57	160713093115
58	160713093115
59	160713093115
60	160713093115
61	160713093115
62	160713093115
63	160713093115
64	160713093115
65	160713093115
66	160713093115
67	160713093115
68	160713093115
69	160713093115
70	160713093115
71	160713093115
72	160713093115
73	160713093115
74	160713093115
